Title;ISSN;Categories;Top Level;Primary Level;Secondary Level;Preassigned
Journal of Earthquake Engineering;13632469;"Building and Construction;Civil and Structural Engineering;Geotechnical Engineering and Engineering Geology ";Physical Sciences and Engineering;NA;NA;
Journal of Econometric Methods;21566674;"Applied Mathematics; Economics and Econometrics; Statistics and Probability";Physical Sciences and Engineering;NA;NA;
Journal of Economic Dynamics and Control;1651889;"Applied Mathematics;Control and Optimization;Economics and Econometrics ";Physical Sciences and Engineering;Mathematics;Control and Optimization;Yes
Journal of Economic Growth;15737020;Economics and Econometrics ;Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Economic Literature;220515;Economics and Econometrics ;Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Economic Perspectives;8953309;Economics and Econometrics ;Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Economic Surveys;14676419;Economics and Econometrics ;Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Economic Theory;10957235;Economics and Econometrics ;Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Economic Theory and Econometrics;12292893;Economics and Econometrics 4;Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Egyptian Archaeology;3075133;"Archeology 4; Archeology arts and humanities 4; History 4";Physical Sciences and Engineering;Archeologyartshumanities History;Archeologyartshumanities;
Journal of educational evaluation for health professions;19755937;"Education 3; Health Professions 3";Physical Sciences and Engineering;NA;NA;
Journal of Educators Online;1547500X;"Education 2; E-learning 2";Physical Sciences and Engineering;NA;NA;
Journal of Elasticity;15732681;"Mechanical Engineering;Materials Science 2; Mechanics of Materials 2";Physical Sciences and Engineering;Engineering;Mechanical Engineering;
Journal of Elastomers and Plastics;952443;"Materials Chemistry 3; Polymers and Plastics 3";Physical Sciences and Engineering;Materials Science;Materials Chemistry;
Journal of Electrical and Electronics Engineering;18446035;Electrical and Electronic Engineering 3;Physical Sciences and Engineering;Engineering;Electrical and Electronic Engineering;
Journal of Electrical and Computer Engineering;20900147;"Computer Science 2; Electrical and Electronic Engineering 3; Signal Processing 3";Physical Sciences and Engineering;NA;NA;
Journal of Electrical Engineering;13353632;Electrical and Electronic Engineering 3;Physical Sciences and Engineering;Engineering;Electrical and Electronic Engineering;
Journal of Electrical Engineering;15824594;Electrical and Electronic Engineering 4;Physical Sciences and Engineering;Engineering;Electrical and Electronic Engineering;
Journal of Electrical Engineering and Technology;19750102;Electrical and Electronic Engineering 3;Physical Sciences and Engineering;Engineering;Electrical and Electronic Engineering;
Journal of Electroanalytical Chemistry;15726657;"Chemical Engineering;Analytical Chemistry 2; Electrochemistry 2";Physical Sciences and Engineering;Chemical Engineering;Chemical Engineering (General);Yes
Journal of Electrical Systems;11125209;"Computer Science 3; Electrical and Electronic Engineering 3";Physical Sciences and Engineering;NA;NA;
Journal of Electrochemical Science and Technology;22889221;Electrochemistry 3;Physical Sciences and Engineering;Chemistry;Electrochemistry;
Journal of Electroceramics;15738663;"Ceramics and Composites 2; Condensed Matter Physics 2; Electrical and Electronic Engineering 2; Electronic, Optical and Magnetic Materials 2; Materials Chemistry 2; Mechanics of Materials 2";Physical Sciences and Engineering;NA;NA;
Journal of Electrochemical Energy Conversion and Storage;23816910;"Electronic, Optical and Magnetic Materials 2; Energy Engineering and Power Technology 2; Mechanical Engineering 2; Mechanics of Materials 2; Renewable Energy, Sustainability and the Environment 3";Physical Sciences and Engineering;NA;NA;
Journal of Electron Spectroscopy and Related Phenomena;3682048;"Atomic and Molecular Physics, and Optics 2; Condensed Matter Physics 2; Electronic, Optical and Magnetic Materials 2; Physical and Theoretical Chemistry 2; Radiation 2; Spectroscopy 3";Physical Sciences and Engineering;Chemistry;Physical and Theoretical Chemistry;Yes
Journal of Electromagnetic Engineering and Science;26717255;"Computer Networks and Communications;Electrical and Electronic Engineering;Instrumentation;Radiation ";Physical Sciences and Engineering;NA;NA;
Journal of Electromagnetic Waves and Applications;15693937;"Electrical and Electronic Engineering 2; Electronic, Optical and Magnetic Materials 3; Physics and Astronomy 3";Physical Sciences and Engineering;NA;NA;
Journal of Electronic Publishing;10802711;Information Systems 4;Physical Sciences and Engineering;Computer Science;Information Systems;
Journal of Electronic Commerce in Organizations;15392937;"Computer Networks and Communications 4; Computer Science Applications 4; Marketing 4; Strategy and Management 4";Physical Sciences and Engineering;NA;NA;
Journal of Electronic Commerce Research;19389027;"Economics, Econometrics and Finance;Computer Science Applications 2";Physical Sciences and Engineering;NA;NA;
Journal of Electronic Imaging;1560229X;"Atomic and Molecular Physics, and Optics 3; Computer Science Applications 3; Electrical and Electronic Engineering 3";Physical Sciences and Engineering;NA;NA;
Journal of Electronic Materials;3615235;"Electrical and Electronic Engineering 2; Electronic, Optical and Magnetic Materials 2; Materials Chemistry 2; Condensed Matter Physics 3";Physical Sciences and Engineering;NA;NA;
Journal of Electronic Packaging, Transactions of the ASME;15289044;"Computer Science Applications 2; Electrical and Electronic Engineering 2; Electronic, Optical and Magnetic Materials 2; Mechanics of Materials 2";Physical Sciences and Engineering;NA;NA;
Journal of Electronic Science and Technology;1674862X;"Computer Networks and Communications 4; Electrical and Electronic Engineering 4; Signal Processing 4";Physical Sciences and Engineering;Computer Science;Computer Networks and Communications;Yes
Journal of Electronic Testing: Theory and Applications (JETTA);15730727;Electrical and Electronic Engineering 3;Physical Sciences and Engineering;Engineering;Electrical and Electronic Engineering;
Journal of Electrostatics;3043886;"Condensed Matter Physics 2; Electrical and Electronic Engineering 2; Electronic, Optical and Magnetic Materials 2; Surfaces, Coatings and Films 2; Biotechnology 3";Physical Sciences and Engineering;Engineering;Electrical and Electronic Engineering;Yes
Journal of Emergency Nursing;15272966;Emergency Nursing 2;Physical Sciences and Engineering;EmergencyNursing;EmergencyNursing;
Journal of Elliptic and Parabolic Equations;22969020;"Applied Mathematics 2; Analysis 3; Numerical Analysis 3";Physical Sciences and Engineering;NA;NA;
Journal of Energetic Materials;7370652;Physics and Astronomy 2;Physical Sciences and Engineering;Physics and Astronomy;Physics and Astronomy (General);
Journal of Energy and Development;3614476;"Economics and Econometrics 4; Energy 4";Physical Sciences and Engineering;EconomicsEconometrics;EconomicsEconometrics;
Journal of Energy and Natural Resources Law;23764538;"Energy 2; Law 2";Physical Sciences and Engineering;Energy;Energy (General);
Journal of Energy Chemistry;20954956;"Electrochemistry;Energy Engineering and Power Technology;Energy;Fuel Technology ";Physical Sciences and Engineering;Chemical Engineering;Catalysis;Yes
Journal of Energy in Southern Africa;1021447X;"Computer Science 2; Energy 2";Physical Sciences and Engineering;Computer Science;Computer Science (General);
Journal of Energy Engineering - ASCE;7339402;"Civil and Structural Engineering 2; Energy Engineering and Power Technology 2; Nuclear Energy and Engineering 2; Waste Management and Disposal 2; Renewable Energy, Sustainability and the Environment 3";Physical Sciences and Engineering;NA;NA;
Journal of Energy Storage;2352152X;"Electrical and Electronic Engineering;Energy Engineering and Power Technology;Renewable Energy, Sustainability and the Environment 2";Physical Sciences and Engineering;Energy;Energy (General);Yes
Journal of Energy Resources Technology, Transactions of the ASME;15288994;"Mechanical Engineering;Energy Engineering and Power Technology 2; Fuel Technology 2; Geochemistry and Petrology 2; Renewable Energy, Sustainability and the Environment 2";Physical Sciences and Engineering;NA;NA;
Journal of Engineered Fibers and Fabrics;15589250;Materials Science 3;Physical Sciences and Engineering;Materials Science;Materials Science (General);
Journal of Engineering;20513305;"Energy Engineering and Power Technology; Engineering; Software";Physical Sciences and Engineering;Energy;Energy Engineering and Power Technology;
Journal of Engineering and Applied Science;11101903;Engineering 4;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering (United States);23144912;"Chemical Engineering 3; Civil and Structural Engineering 3; Electrical and Electronic Engineering 3; Hardware and Architecture 3; Industrial and Manufacturing Engineering 3; Mechanical Engineering 3";Physical Sciences and Engineering;NA;NA;
Journal of Engineering and Applied Sciences;18187803;Engineering 3;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering and Technological Sciences;23375779;Engineering 2;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering Design;14661837;Engineering ;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering Mathematics;15732703;"Engineering;Mathematics 3";Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering Education;10694730;"Education;Engineering ";Physical Sciences and Engineering;NA;NA;
Journal of Engineering for Gas Turbines and Power;15288919;"Aerospace Engineering;Energy Engineering and Power Technology 2; Fuel Technology 2; Mechanical Engineering 2; Nuclear Energy and Engineering 2";Physical Sciences and Engineering;NA;NA;
Journal of Engineering Materials and Technology, Transactions of the ASME;944289;"Materials Science 2; Mechanical Engineering 2; Condensed Matter Physics 3; Mechanics of Materials 3";Physical Sciences and Engineering;NA;NA;
Journal of Engineering Mechanics - ASCE;7339399;"Mechanical Engineering;Mechanics of Materials ";Physical Sciences and Engineering;Engineering;Mechanical Engineering;
Journal of Engineering Research;23071877;Engineering 2;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering Physics and Thermophysics;1573871X;"Engineering;Condensed Matter Physics 3";Physical Sciences and Engineering;NA;NA;
Journal of Engineering Research;17266009;Engineering 3;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering Science and Technology;18234690;Engineering 2;Physical Sciences and Engineering;Engineering;Engineering (General);
Journal of Engineering Science and Technology Review;17912377;Engineering 2;Physical Sciences and Engineering;Engineering;Engineering (General);
